POL_ID;INS_AGE;INS_GENDER;POL_EFF_DT;POL_TRMNT_DT;CAR_USE;CAR_TYPE;INS_AREA;CLM_FREQ; TOTAL_CLM_AMNT 
GDF0000046980;80;F;27/07/00;00/01/00;Private;SUV;Rural;1; 376.000 
ADF0000046981;26;F;07/08/00;00/01/00;Private;Sports Car;Urban;3; 358.000 
KDF0000046982;72;F;02/01/00;00/01/00;Commercial;SUV;Urban;1; 445.000 
TDF0000046983;53;M;10/01/00;00/01/00;Commercial;SUV;Urban;1; 473.000 
TDF0000046984;47;M;17/09/00;00/01/00;Private;SUV;Urban;1; 543.000 
ADF0000046985;20;F;24/07/00;00/01/00;Commercial;Pickup;Urban;1; 582.000 
KDF0000046986;37;M;15/07/00;00/01/00;Commercial;SUV;Rural;1; 496.000 
SDF0000046987;25;M;02/05/00;00/01/00;Commercial;Pickup;Urban;1; 4.000 
TDF0000046988;26;F;19/02/00;00/01/00;Commercial;Van;Rural;1; 655.000 
KDF0000046989;77;F;30/12/00;00/01/00;Private;Pickup;Urban;1; 413.000 
TDF0000046990;80;F;20/03/00;00/01/00;Private;Sports Car;Urban;1; 497.000 
GDF0000046991;59;M;06/07/00;00/01/00;Private;SUV;Urban;3; 549.000 
KDF0000046992;69;M;24/06/00;00/01/00;Commercial;Truck;Urban;1; 652.000 
ADF0000046993;47;M;13/09/00;00/01/00;Private;Minivan;Urban;3; 375.000 
ADF0000046994;71;M;29/03/00;00/01/00;Private;Minivan;Urban;1; 674.000 
SDF0000046995;34;M;24/05/00;00/01/00;Private;SUV;Rural;1; 517.000 
TDF0000046996;23;M;28/06/00;00/01/00;Private;SUV;Urban;1; 24.000 
KDF0000046997;32;F;14/08/00;00/01/00;Commercial;Truck;Urban;1; 531.000 
KDF0000046998;24;F;19/08/00;00/01/00;Private;Minivan;Urban;1; 163.000 
ADF0000046999;44;F;05/05/00;00/01/00;Commercial;SUV;Urban;1; 156.000 
ADF0000047000;74;F;21/05/00;00/01/00;Private;Van;Rural;1; 383.000 
SDF0000047001;79;F;18/09/00;00/01/00;Private;SUV;Urban;1; 584.000 
SDF0000047002;56;M;11/03/00;00/01/00;Commercial;Van;Urban;1; 296.000 
SDF0000047003;54;F;29/02/00;00/01/00;Commercial;SUV;Urban;1; 597.000 
KDF0000047004;79;M;18/02/00;00/01/00;Private;SUV;Urban;3; 94.000 
SDF0000047005;79;F;14/09/00;00/01/00;Private;Sports Car;Urban;1; 18.000 
SDF0000047006;34;M;04/08/00;00/01/00;Private;Minivan;Rural;1; 157.000 
TDF0000047007;75;F;09/01/00;00/01/00;Private;SUV;Rural;1; 445.000 
TDF0000047008;62;F;01/08/00;00/01/00;Commercial;Truck;Urban;1; 382.000 
SDF0000047009;39;M;12/12/00;00/01/00;Commercial;SUV;Rural;1; 126.000 
TDF0000047010;18;F;27/12/00;00/01/00;Private;Pickup;Urban;3; 575.000 
ADF0000047011;34;F;05/07/00;00/01/00;Commercial;Van;Urban;3; 522.000 
ADF0000047012;77;F;23/02/00;00/01/00;Private;Sports Car;Urban;1; 325.000 
ADF0000047013;63;M;19/09/00;00/01/00;Private;Minivan;Urban;1; 79.000 
KDF0000047014;24;M;02/12/00;00/01/00;Commercial;Van;Urban;1; 390.000 
KDF0000047015;69;F;08/03/00;00/01/00;Private;Pickup;Urban;1; 37.000 
GDF0000047016;27;M;01/12/00;00/01/00;Private;SUV;Urban;1; 604.000 
TDF0000047017;30;F;22/01/00;00/01/00;Private;Minivan;Urban;1; 486.000 
SDF0000047018;79;F;13/01/00;00/01/00;Private;Van;Urban;3; 697.000 
ADF0000047019;71;M;17/11/00;00/01/00;Commercial;Truck;Rural;1; 319.000 
ADF0000047020;79;F;01/09/00;00/01/00;Commercial;Pickup;Rural;1; 674.000 
ADF0000047021;24;M;14/08/00;00/01/00;Private;SUV;Urban;3; 69.000 
KDF0000047022;31;M;16/07/00;00/01/00;Private;Minivan;Urban;1; 120.000 
GDF0000047023;72;M;08/12/00;00/01/00;Commercial;Truck;Urban;1; 105.000 
ADF0000047024;71;F;04/06/00;00/01/00;Private;Minivan;Urban;1; 84.000 
GDF0000047025;64;F;12/10/00;00/01/00;Commercial;SUV;Rural;1; 547.000 
TDF0000047026;67;F;17/03/00;00/01/00;Commercial;Pickup;Urban;3; 484.000 
GDF0000047027;48;F;12/08/00;00/01/00;Commercial;SUV;Urban;1; 36.000 
GDF0000047028;62;F;30/12/00;00/01/00;Commercial;Pickup;Urban;1; 651.000 
ADF0000047029;19;F;20/11/00;00/01/00;Commercial;Pickup;Urban;1; 360.000 
ADF0000047030;73;F;26/07/00;00/01/00;Commercial;Pickup;Urban;1; 301.000 
SDF0000047031;18;F;30/10/00;00/01/00;Private;Sports Car;Urban;1; 701.000 
KDF0000047032;29;M;15/03/00;00/01/00;Private;SUV;Urban;1; 11.000 
SDF0000047033;22;M;08/10/00;00/01/00;Private;SUV;Urban;3; 215.000 
GDF0000047034;20;F;19/04/00;00/01/00;Private;Pickup;Urban;1; 155.000 
SDF0000047035;45;M;21/04/00;00/01/00;Commercial;SUV;Urban;1; 549.000 
TDF0000047036;37;F;27/02/00;00/01/00;Private;SUV;Rural;1; 438.000 
ADF0000047037;64;M;13/10/00;00/01/00;Commercial;SUV;Urban;1; 446.000 
TDF0000047038;51;F;29/08/00;00/01/00;Private;SUV;Urban;1; 522.000 
TDF0000047039;58;M;01/08/00;00/01/00;Private;SUV;Urban;1; 189.000 
TDF0000047040;53;F;27/12/00;00/01/00;Private;SUV;Urban;3; 144.000 
SDF0000047041;45;M;24/06/00;00/01/00;Private;SUV;Urban;1; 433.000 
SDF0000047042;25;M;06/02/00;00/01/00;Private;SUV;Urban;1; 133.000 
GDF0000047043;27;F;19/12/00;00/01/00;Private;Minivan;Urban;1; 416.000 
GDF0000047044;27;M;23/12/00;00/01/00;Private;Minivan;Urban;1; 323.000 
SDF0000047045;38;F;11/08/00;00/01/00;Private;SUV;Urban;1; 538.000 
GDF0000047046;31;F;19/05/00;00/01/00;Commercial;Pickup;Urban;1; 422.000 
KDF0000047047;80;F;13/10/00;00/01/00;Private;Pickup;Urban;1; 226.000 
TDF0000047048;64;F;01/07/00;00/01/00;Private;SUV;Urban;1; 711.000 
ADF0000047049;50;F;23/01/00;00/01/00;Private;Sports Car;Urban;1; 710.000 
KDF0000047050;25;M;23/10/00;00/01/00;Private;SUV;Urban;1; 603.000 
SDF0000047051;53;F;30/01/00;00/01/00;Private;Sports Car;Urban;1; 635.000 
GDF0000047052;43;F;30/10/00;00/01/00;Commercial;Pickup;Urban;1; 453.000 
GDF0000047053;29;M;16/11/00;00/01/00;Private;Van;Urban;1; 204.000 
SDF0000047054;22;F;21/05/00;00/01/00;Commercial;SUV;Urban;3; 604.000 
TDF0000047055;74;F;11/05/00;00/01/00;Private;Minivan;Urban;1; 351.000 
KDF0000047056;77;F;30/01/00;00/01/00;Commercial;Pickup;Urban;1; 498.000 
KDF0000047057;27;F;16/11/00;00/01/00;Private;Van;Urban;1; 335.000 
TDF0000047058;25;M;16/03/00;00/01/00;Private;Sports Car;Urban;1; 210.000 
KDF0000047059;34;M;16/01/00;00/01/00;Commercial;Pickup;Rural;1; 585.000 
GDF0000047060;76;M;13/05/00;00/01/00;Commercial;Van;Urban;3; 422.000 
KDF0000047061;78;F;20/12/00;00/01/00;Private;Minivan;Rural;1; 547.000 
GDF0000047062;56;F;05/08/00;00/01/00;Private;Minivan;Urban;1; 114.000 
SDF0000047063;44;F;08/12/00;00/01/00;Private;SUV;Urban;1; 339.000 
SDF0000047064;59;F;22/12/00;00/01/00;Private;Pickup;Urban;3; 631.000 
SDF0000047065;25;F;24/10/00;00/01/00;Private;SUV;Urban;1; 559.000 
ADF0000047066;41;F;05/11/00;00/01/00;Private;Minivan;Rural;1; 254.000 
TDF0000047067;28;M;03/06/00;00/01/00;Commercial;Minivan;Urban;1; 470.000 
TDF0000047068;61;F;01/03/00;00/01/00;Commercial;Minivan;Rural;1; 362.000 
GDF0000047069;20;F;29/10/00;00/01/00;Private;Minivan;Rural;1; 26.000 
GDF0000047070;24;F;13/08/00;00/01/00;Private;Pickup;Urban;1; 513.000 
SDF0000047071;54;M;10/11/00;00/01/00;Commercial;Truck;Urban;1; 581.000 
GDF0000047072;72;F;24/06/00;00/01/00;Private;Minivan;Urban;1; 33.000 
TDF0000047073;43;F;26/10/00;00/01/00;Private;Pickup;Urban;1; 547.000 
ADF0000047074;19;F;07/09/00;00/01/00;Private;Sports Car;Urban;1; 390.000 
KDF0000047075;41;F;02/07/00;00/01/00;Private;SUV;Urban;3; 204.000 
SDF0000047076;36;M;11/04/00;00/01/00;Private;SUV;Urban;1; 585.000 
ADF0000047077;49;M;23/10/00;00/01/00;Commercial;Pickup;Urban;1; 1.000 
GDF0000047078;51;F;09/01/00;00/01/00;Private;SUV;Urban;1; 478.000 
GDF0000047079;69;M;06/04/00;00/01/00;Private;Van;Urban;1; 295.000 
ADF0000047080;31;M;19/03/00;00/01/00;Commercial;Pickup;Rural;1; 212.000 
KDF0000047081;77;F;10/08/00;00/01/00;Private;Minivan;Rural;1; 19.000 
GDF0000047082;66;F;28/01/00;00/01/00;Commercial;SUV;Urban;1; 653.000 
ADF0000047083;27;F;14/11/00;00/01/00;Private;Van;Urban;1; 8.000 
TDF0000047084;22;M;08/09/00;00/01/00;Commercial;Pickup;Urban;1; 226.000 
TDF0000047085;43;M;19/01/00;00/01/00;Commercial;Van;Urban;1; 371.000 
SDF0000047086;34;M;13/03/00;00/01/00;Private;Van;Urban;1; 575.000 
KDF0000047087;19;M;18/09/00;00/01/00;Commercial;Pickup;Rural;1; 438.000 
ADF0000047088;40;F;19/04/00;00/01/00;Private;Minivan;Urban;1; 108.000 
ADF0000047089;73;F;16/12/00;00/01/00;Private;Minivan;Urban;1; 431.000 
SDF0000047090;29;F;13/02/00;00/01/00;Private;SUV;Urban;1; 509.000 
GDF0000047091;73;F;12/07/00;00/01/00;Private;SUV;Urban;1; 545.000 
GDF0000047092;20;F;12/09/00;00/01/00;Private;Pickup;Urban;1; 359.000 
KDF0000047093;58;F;11/04/00;00/01/00;Commercial;Pickup;Urban;1; 308.000 
KDF0000047094;80;F;23/01/00;00/01/00;Commercial;SUV;Urban;3; 576.000 
SDF0000047095;26;F;16/06/00;00/01/00;Commercial;Minivan;Urban;1; 65.000 
TDF0000047096;78;M;13/11/00;00/01/00;Commercial;Minivan;Urban;1; 237.000 
ADF0000047097;54;M;11/03/00;00/01/00;Private;Minivan;Urban;1; 9.000 
TDF0000047098;75;M;07/11/00;00/01/00;Private;Minivan;Urban;1; 435.000 
GDF0000047099;33;M;13/06/00;00/01/00;Commercial;Van;Urban;1; 75.000 
SDF0000047100;63;F;17/04/00;00/01/00;Private;Minivan;Urban;1; 446.000 
TDF0000047101;72;F;02/05/00;00/01/00;Private;SUV;Rural;1; 119.000 
KDF0000047102;49;M;03/03/00;00/01/00;Private;SUV;Urban;1; 592.000 
GDF0000047103;37;M;13/06/00;00/01/00;Private;SUV;Urban;1; 498.000 
KDF0000047104;46;M;04/02/00;00/01/00;Private;SUV;Urban;1; 42.000 
KDF0000047105;79;F;23/06/00;00/01/00;Commercial;Pickup;Rural;1; 110.000 
SDF0000047106;31;F;22/12/00;00/01/00;Private;SUV;Rural;1; 692.000 
ADF0000047107;60;F;24/10/00;00/01/00;Private;Pickup;Rural;1; 251.000 
SDF0000047108;30;F;23/04/00;00/01/00;Private;Minivan;Urban;1; 216.000 
TDF0000047109;65;M;09/01/00;20/08/01;Commercial;Sports Car;Rural;0; 0 
ADF0000047110;73;M;20/09/00;00/01/00;Private;Pickup;Urban;1; 567.000 
ADF0000047111;71;M;12/04/00;16/10/02;Private;Minivan;Rural;0; 0 
KDF0000047112;24;F;29/03/00;24/09/02;Commercial;Truck;Rural;0; 0 
KDF0000047113;63;M;09/06/00;16/08/01;Private;Pickup;Rural;0; 0 
GDF0000047114;65;F;02/05/00;10/05/02;Private;Minivan;Urban;0; 0 
SDF0000047115;18;M;03/05/00;00/01/00;Commercial;Pickup;Urban;1; 301.000 
GDF0000047116;58;F;21/05/00;21/12/01;Commercial;Van;Urban;1; 529.000 
ADF0000047117;44;F;06/09/00;06/09/01;Private;SUV;Rural;0; 0 
KDF0000047118;66;M;23/04/00;24/03/02;Commercial;Minivan;Rural;0; 0 
KDF0000047119;42;F;20/11/00;28/10/01;Private;Minivan;Urban;0; 0 
TDF0000047120;25;F;13/10/00;26/07/02;Private;Minivan;Urban;0; 0 
SDF0000047121;58;M;02/10/00;27/05/02;Commercial;Truck;Rural;0; 0 
TDF0000047122;78;F;24/11/00;02/11/01;Private;Sports Car;Rural;0; 0 
ADF0000047123;38;F;22/02/00;25/10/02;Private;SUV;Urban;0; 0 
SDF0000047124;30;F;14/09/00;07/10/01;Commercial;SUV;Urban;0; 0 
GDF0000047125;59;M;14/11/00;15/09/01;Commercial;Minivan;Urban;0; 0 
KDF0000047126;60;M;16/12/00;12/03/02;Private;SUV;Urban;0; 0 
ADF0000047127;30;M;21/06/00;27/10/02;Commercial;Pickup;Rural;0; 0 
TDF0000047128;46;M;08/09/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000047129;43;F;04/04/00;01/08/01;Private;SUV;Urban;1; 65.000 
KDF0000047130;72;F;06/04/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000047131;38;F;06/12/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000047132;20;F;27/06/00;00/01/00;Commercial;Pickup;Rural;0; 0 
GDF0000047133;51;M;10/12/00;10/08/01;Private;SUV;Urban;1; 44.000 
SDF0000047134;76;F;01/04/00;00/01/00;Private;Minivan;Urban;1; 429.000 
SDF0000047135;46;M;23/10/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000047136;44;M;26/10/00;00/01/00;Private;Pickup;Urban;1; 255.000 
TDF0000047137;67;M;30/06/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000047138;80;M;23/02/00;00/01/00;Private;Pickup;Urban;0; 0 
SDF0000047139;26;M;27/07/00;00/01/00;Private;Minivan;Urban;1; 640.000 
ADF0000047140;72;M;31/05/00;00/01/00;Commercial;Truck;Rural;0; 0 
KDF0000047141;63;F;22/02/00;00/01/00;Private;Minivan;Urban;1; 487.000 
SDF0000047142;74;M;07/01/00;00/01/00;Commercial;SUV;Urban;1; 419.000 
TDF0000047143;44;F;26/06/00;00/01/00;Private;Van;Urban;0; 0 
GDF0000047144;63;F;24/12/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000047145;50;F;25/01/00;00/01/00;Commercial;Pickup;Rural;0; 0 
KDF0000047146;29;M;08/05/00;00/01/00;Commercial;Minivan;Urban;0; 0 
ADF0000047147;75;M;29/08/00;00/01/00;Commercial;Truck;Urban;4; 706.000 
TDF0000047148;72;M;05/01/00;25/09/01;Commercial;SUV;Urban;0; 0 
ADF0000047149;20;F;28/02/00;00/01/00;Private;SUV;Urban;1; 662.000 
GDF0000047150;50;F;19/08/00;00/01/00;Commercial;Truck;Urban;0; 0 
TDF0000047151;51;F;14/02/00;00/01/00;Private;Pickup;Rural;0; 0 
SDF0000047152;38;F;03/01/00;00/01/00;Private;Minivan;Urban;1; 55.000 
SDF0000047153;67;M;04/09/00;17/09/01;Private;SUV;Urban;0; 0 
TDF0000047154;69;F;02/05/00;24/08/01;Commercial;SUV;Urban;0; 0 
SDF0000047155;46;F;16/12/00;27/09/01;Private;Minivan;Urban;0; 0 
GDF0000047156;67;F;05/01/00;00/01/00;Commercial;Minivan;Urban;1; 372.000 
SDF0000047157;19;M;06/08/00;00/01/00;Private;Sports Car;Urban;3; 218.000 
SDF0000047158;41;M;13/06/00;00/01/00;Private;Minivan;Urban;1; 143.000 
ADF0000047159;48;M;14/01/00;09/12/01;Private;Sports Car;Urban;1; 376.000 
GDF0000047160;30;M;15/11/00;00/01/00;Private;Minivan;Rural;1; 569.000 
SDF0000047161;37;F;20/08/00;00/01/00;Commercial;Pickup;Urban;3; 127.000 
ADF0000047162;30;F;29/03/00;00/01/00;Private;Sports Car;Rural;1; 115.000 
SDF0000047163;75;F;27/04/00;18/09/01;Commercial;Truck;Urban;1; 648.000 
SDF0000047164;32;F;02/07/00;26/12/01;Private;Van;Urban;1; 110.000 
TDF0000047165;74;M;09/10/00;00/01/00;Private;Minivan;Urban;1; 73.000 
SDF0000047166;23;M;10/04/00;00/01/00;Private;Sports Car;Urban;1; 444.000 
TDF0000047167;58;M;26/04/00;00/01/00;Commercial;Sports Car;Urban;3; 50.000 
SDF0000047168;23;F;12/08/00;00/01/00;Private;Minivan;Urban;1; 98.000 
KDF0000047169;18;F;09/07/00;20/09/01;Private;Minivan;Urban;1; 167.000 
KDF0000047170;25;M;05/11/00;00/01/00;Private;SUV;Urban;1; 610.000 
SDF0000047171;37;M;06/03/00;00/01/00;Private;Sports Car;Urban;1; 571.000 
GDF0000047172;55;F;21/03/00;00/01/00;Private;Pickup;Urban;1; 673.000 
ADF0000047173;70;M;10/12/00;00/01/00;Private;SUV;Urban;1; 512.000 
GDF0000047174;38;M;28/07/00;00/01/00;Commercial;Van;Rural;1; 560.000 
ADF0000047175;55;F;28/04/00;00/01/00;Commercial;Pickup;Rural;1; 393.000 
ADF0000047176;56;F;22/04/00;00/01/00;Commercial;Minivan;Rural;1; 637.000 
ADF0000047177;23;F;01/08/00;00/01/00;Private;Sports Car;Urban;1; 52.000 
KDF0000047178;18;M;05/02/00;00/01/00;Private;SUV;Urban;1; 521.000 
ADF0000047179;55;M;27/11/00;00/01/00;Private;Minivan;Rural;1; 593.000 
TDF0000047180;37;F;24/06/00;00/01/00;Commercial;Minivan;Urban;1; 266.000 
ADF0000047181;23;F;17/05/00;00/01/00;Private;Pickup;Urban;1; 52.000 
KDF0000047182;18;F;18/05/00;00/01/00;Private;Minivan;Rural;1; 258.000 
KDF0000047183;38;F;06/11/00;29/08/01;Private;Minivan;Urban;1; 573.000 
GDF0000047184;32;M;07/03/00;13/10/01;Private;Minivan;Urban;1; 294.000 
ADF0000047185;48;F;14/04/00;00/01/00;Private;Minivan;Urban;1; 196.000 
TDF0000047186;18;M;06/07/00;00/01/00;Commercial;Truck;Rural;1; 487.000 
ADF0000047187;44;M;19/06/00;00/01/00;Private;Minivan;Urban;1; 363.000 
GDF0000047188;35;F;13/06/00;27/09/01;Private;Van;Urban;1; 454.000 
ADF0000047189;25;F;12/02/00;08/08/01;Private;Minivan;Urban;1; 674.000 
SDF0000047190;27;M;24/11/00;00/01/00;Commercial;Truck;Urban;1; 486.000 
ADF0000047191;38;F;15/03/00;19/08/01;Private;SUV;Rural;1; 187.000 
SDF0000047192;21;M;26/09/00;00/01/00;Private;Sports Car;Rural;1; 574.000 
SDF0000047193;35;M;09/09/00;00/01/00;Private;Pickup;Urban;3; 299.000 
ADF0000047194;43;F;30/12/00;00/01/00;Commercial;Truck;Urban;3; 166.000 
GDF0000047195;63;M;14/11/00;00/01/00;Private;Sports Car;Rural;1; 97.000 
KDF0000047196;75;F;29/08/00;00/01/00;Private;SUV;Urban;1; 633.000 
TDF0000047197;44;F;22/11/00;02/10/01;Private;SUV;Urban;1; 231.000 
SDF0000047198;70;M;20/12/00;00/01/00;Private;Pickup;Urban;1; 166.000 
ADF0000047199;56;F;19/12/00;09/11/01;Commercial;Pickup;Urban;1; 356.000 
ADF0000047200;62;M;25/08/00;00/01/00;Private;Minivan;Urban;1; 549.000 
KDF0000047201;30;M;30/05/00;00/01/00;Commercial;SUV;Urban;1; 193.000 
TDF0000047202;40;M;25/10/00;00/01/00;Private;Pickup;Urban;1; 166.000 
ADF0000047203;31;F;30/12/00;00/01/00;Private;Sports Car;Urban;1; 586.000 
SDF0000047204;52;M;31/05/00;00/01/00;Commercial;SUV;Urban;1; 519.000 
SDF0000047205;34;M;21/03/00;00/01/00;Private;SUV;Rural;1; 222.000 
ADF0000047206;55;M;26/08/00;00/01/00;Private;SUV;Urban;1; 540.000 
TDF0000047207;29;M;24/06/00;00/01/00;Private;Pickup;Urban;1; 180.000 
ADF0000047208;23;M;21/04/00;00/01/00;Private;Minivan;Urban;3; 334.000 
ADF0000047209;37;F;21/10/00;00/01/00;Private;Sports Car;Urban;1; 32.000 
GDF0000047210;41;M;05/07/00;00/01/00;Private;SUV;Urban;1; 606.000 
KDF0000047211;54;F;11/02/00;00/01/00;Private;Minivan;Urban;1; 45.000 
SDF0000047212;36;F;24/10/00;00/01/00;Private;Van;Urban;1; 713.000 
GDF0000047213;27;F;24/12/00;00/01/00;Private;SUV;Rural;1; 100.000 
SDF0000047214;79;M;03/04/00;08/11/01;Private;SUV;Urban;1; 278.000 
ADF0000047215;30;F;05/12/00;00/01/00;Private;Minivan;Urban;1; 561.000 
TDF0000047216;22;M;15/11/00;00/01/00;Commercial;Pickup;Urban;3; 407.000 
TDF0000047217;27;M;07/05/00;00/01/00;Commercial;Minivan;Urban;1; 243.000 
GDF0000047218;64;M;12/12/00;00/01/00;Private;Minivan;Urban;1; 498.000 
ADF0000047219;50;F;12/08/00;13/10/01;Commercial;Truck;Rural;1; 426.000 
SDF0000047220;61;F;07/08/00;27/11/01;Private;Van;Urban;1; 11.000 
TDF0000047221;69;F;15/11/00;00/01/00;Commercial;Truck;Urban;1; 463.000 
KDF0000047222;66;F;11/01/00;16/08/01;Private;Minivan;Urban;1; 76.000 
TDF0000047223;27;F;15/12/00;00/01/00;Private;SUV;Urban;1; 363.000 
TDF0000047224;44;M;11/06/00;00/01/00;Private;Minivan;Urban;4; 720.000 
GDF0000047225;38;F;05/06/00;23/10/01;Commercial;Minivan;Urban;1; 481.000 
KDF0000047226;58;M;01/08/00;16/09/01;Private;SUV;Rural;1; 545.000 
TDF0000047227;65;F;25/01/00;00/01/00;Private;SUV;Urban;1; 413.000 
TDF0000047228;59;M;24/12/00;00/01/00;Private;SUV;Urban;1; 276.000 
SDF0000047229;33;F;06/12/00;00/01/00;Private;Sports Car;Urban;1; 207.000 
TDF0000047230;30;F;30/12/00;05/09/01;Private;Minivan;Rural;1; 11.000 
KDF0000047231;45;F;17/06/00;00/01/00;Commercial;Pickup;Urban;1; 436.000 
KDF0000047232;20;M;01/05/00;27/12/01;Private;SUV;Urban;1; 445.000 
ADF0000047233;68;F;29/03/00;00/01/00;Private;Sports Car;Rural;1; 345.000 
ADF0000047234;32;M;03/09/00;00/01/00;Commercial;Pickup;Urban;1; 585.000 
SDF0000047235;36;F;14/09/00;00/01/00;Private;SUV;Urban;1; 554.000 
ADF0000047236;51;M;20/12/00;00/01/00;Private;SUV;Urban;1; 650.000 
TDF0000047237;59;M;26/06/00;00/01/00;Private;Sports Car;Rural;1; 32.000 
GDF0000047238;55;F;07/09/00;00/01/00;Commercial;Truck;Urban;1; 582.000 
KDF0000047239;20;F;13/01/00;00/01/00;Private;Minivan;Urban;1; 626.000 
SDF0000047240;44;M;20/06/00;00/01/00;Private;Pickup;Urban;1; 584.000 
TDF0000047241;29;F;08/12/00;00/01/00;Private;SUV;Urban;3; 322.000 
SDF0000047242;75;M;06/10/00;24/08/01;Private;Minivan;Rural;1; 641.000 
GDF0000047243;45;F;09/11/00;30/08/01;Commercial;Pickup;Urban;1; 711.000 
GDF0000047244;26;F;08/02/00;00/01/00;Private;SUV;Rural;3; 482.000 
KDF0000047245;78;M;12/12/00;00/01/00;Private;Van;Urban;1; 353.000 
ADF0000047246;73;F;24/03/00;00/01/00;Private;SUV;Urban;1; 161.000 
SDF0000047247;69;F;06/01/00;00/01/00;Private;Sports Car;Urban;1; 687.000 
TDF0000047248;52;M;15/08/00;00/01/00;Private;Minivan;Urban;3; 295.000 
SDF0000047249;51;F;26/08/00;00/01/00;Private;SUV;Rural;1; 23.000 
KDF0000047250;57;M;23/05/00;00/01/00;Commercial;SUV;Rural;1; 537.000 
SDF0000047251;55;F;03/05/00;00/01/00;Private;Sports Car;Urban;1; 198.000 
SDF0000047252;36;F;02/02/00;00/01/00;Private;Pickup;Urban;1; 406.000 
SDF0000047253;23;F;19/10/00;00/01/00;Private;SUV;Urban;1; 9.000 
SDF0000047254;37;F;01/03/00;00/01/00;Commercial;Pickup;Urban;1; 203.000 
ADF0000047255;56;F;08/04/00;00/01/00;Commercial;Truck;Urban;1; 433.000 
TDF0000047256;27;M;06/04/00;00/01/00;Private;SUV;Rural;1; 438.000 
GDF0000047257;21;M;16/11/00;00/01/00;Private;Minivan;Urban;1; 561.000 
TDF0000047258;27;M;14/04/00;00/01/00;Private;Van;Urban;1; 377.000 
GDF0000047259;80;M;27/11/00;00/01/00;Private;SUV;Urban;1; 504.000 
TDF0000047260;79;M;25/08/00;00/01/00;Private;SUV;Urban;1; 284.000 
TDF0000047261;58;M;04/05/00;00/01/00;Private;Minivan;Urban;1; 224.000 
GDF0000047262;38;M;18/03/00;00/01/00;Private;Sports Car;Urban;3; 196.000 
ADF0000047263;61;M;18/05/00;00/01/00;Private;Minivan;Urban;1; 330.000 
ADF0000047264;22;F;18/07/00;00/01/00;Commercial;Pickup;Rural;1; 77.000 
GDF0000047265;27;F;08/06/00;00/01/00;Private;SUV;Urban;1; 183.000 
SDF0000047266;65;F;18/05/00;00/01/00;Private;SUV;Rural;1; 691.000 
GDF0000047267;24;M;08/08/00;00/01/00;Private;SUV;Urban;1; 55.000 
ADF0000047268;41;F;09/07/00;00/01/00;Commercial;Pickup;Urban;1; 146.000 
SDF0000047269;40;F;25/10/00;00/01/00;Private;Minivan;Urban;1; 371.000 
ADF0000047270;52;M;15/02/00;00/01/00;Private;Minivan;Urban;1; 226.000 
KDF0000047271;70;M;08/01/00;00/01/00;Private;SUV;Urban;1; 258.000 
SDF0000047272;70;F;26/09/00;00/01/00;Commercial;Truck;Urban;1; 326.000 
TDF0000047273;67;F;19/04/00;00/01/00;Commercial;Pickup;Urban;1; 369.000 
GDF0000047274;62;F;26/10/00;00/01/00;Private;SUV;Urban;1; 546.000 
SDF0000047275;43;F;10/07/00;00/01/00;Commercial;Pickup;Urban;1; 234.000 
TDF0000047276;33;F;20/02/00;00/01/00;Commercial;Van;Urban;1; 171.000 
TDF0000047277;70;F;02/05/00;00/01/00;Private;SUV;Rural;1; 504.000 
KDF0000047278;18;M;19/05/00;00/01/00;Private;SUV;Rural;1; 47.000 
SDF0000047279;55;M;23/02/00;00/01/00;Private;SUV;Urban;1; 583.000 
SDF0000047280;78;M;11/07/00;00/01/00;Private;SUV;Urban;1; 1.000 
SDF0000047281;62;M;24/06/00;00/01/00;Private;Minivan;Urban;1; 432.000 
KDF0000047282;29;F;27/11/00;00/01/00;Commercial;Truck;Urban;1; 124.000 
SDF0000047283;75;F;01/03/00;00/01/00;Commercial;SUV;Urban;3; 177.000 
TDF0000047284;67;F;05/08/00;00/01/00;Private;SUV;Urban;1; 98.000 
KDF0000047285;30;F;16/04/00;00/01/00;Private;Sports Car;Urban;1; 444.000 
ADF0000047286;69;F;25/03/00;00/01/00;Private;Sports Car;Urban;1; 503.000 
SDF0000047287;80;F;17/08/00;00/01/00;Private;Minivan;Urban;1; 292.000 
TDF0000047288;26;F;29/08/00;00/01/00;Commercial;Pickup;Urban;0; 0 
TDF0000047289;28;M;19/11/00;00/01/00;Commercial;SUV;Rural;0; 0 
ADF0000047290;78;F;09/08/00;06/10/01;Commercial;Sports Car;Urban;1; 113.000 
KDF0000047291;77;M;25/04/00;00/01/00;Private;Van;Urban;0; 0 
SDF0000047292;21;M;23/09/00;00/01/00;Commercial;SUV;Urban;0; 0 
SDF0000047293;38;F;25/04/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000047294;34;M;01/11/00;00/01/00;Private;SUV;Urban;1; 396.000 
KDF0000047295;26;F;09/02/00;00/01/00;Commercial;Minivan;Rural;0; 0 
